Code,Code_Number,Description,Code_Family,Analytical_Domain,Analytical_Category,Analytical_Subcategory,Primary_Entity,Dashboard_Group,Traffic_Relevance_Score,Traffic_Relevance_Band,Keep_in_Main_Collision_Dashboard,Modeling_Role,Recommended_Use,Flag_Traffic_Core,Flag_Vehicle_or_RoadUser,Flag_Person_Profile,Flag_Location_Infrastructure,Flag_Behavior_Tactic,Flag_Severity_Harm,Flag_Jurisdiction_Admin
514,514,Pornography,500s,Sexual MO,Sexual Offense Behavior,Recording / pornography,Victim,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
515,515,"Put hand, finger, or object into vagina",500s,Sexual MO,Sexual Offense Behavior,Sexual act type,Victim,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
516,516,Reached climax / ejaculated,500s,Sexual MO,Sexual Offense Behavior,Sexual act type,Victim,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
517,517,Sadism / sexual gratification via infliction of pain,500s,Sexual MO,Sexual Offense Behavior,Paraphilia / fetish,Victim,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
518,518,Simulated intercourse,500s,Sexual MO,Sexual Offense Behavior,Sexual act type,Victim,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
519,519,Sodomy,500s,Sexual MO,Sexual Offense Behavior,Sexual act type,Victim,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
520,520,Solicited / offered immoral act,500s,Sexual MO,Sexual Offense Behavior,Sexual act type,Victim,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
521,521,Tongue or mouth to anus,500s,Sexual MO,Sexual Offense Behavior,Other sexual behavior,Victim,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
522,522,Touched,500s,Sexual MO,Sexual Offense Behavior,Other sexual behavior,Victim,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
523,523,Unable to get erection,500s,Sexual MO,Sexual Offense Behavior,Other sexual behavior,Victim,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
524,524,Underwear fetish,500s,Sexual MO,Sexual Offense Behavior,Paraphilia / fetish,Victim,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
525,525,Urinated,500s,Sexual MO,Sexual Offense Behavior,Other sexual behavior,Victim,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
526,526,Utilized condom,500s,Sexual MO,Sexual Offense Behavior,Other sexual behavior,Victim,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
527,527,Actual intercourse,500s,Sexual MO,Sexual Offense Behavior,Sexual act type,Victim,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
528,528,Masturbate,500s,Sexual MO,Sexual Offense Behavior,Other sexual behavior,Victim,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
529,529,Indecent exposure,500s,Sexual MO,Sexual Offense Behavior,Undressing / exposure,Victim,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
530,530,Used lubricant,500s,Sexual MO,Sexual Offense Behavior,Other sexual behavior,Victim,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
531,531,Suspect made sexually suggestive remarks,500s,Sexual MO,Sexual Offense Behavior,Other sexual behavior,Victim,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
532,532,Suspect undressed victim,500s,Sexual MO,Sexual Offense Behavior,Undressing / exposure,Victim,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
533,533,Consensual sex,500s,Sexual MO,Sexual Offense Behavior,Other sexual behavior,Victim,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
534,534,Suspect in vehicle nude / partially nude,500s,Sexual MO,Sexual Offense Behavior,Undressing / exposure,Victim,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,1,0,0,0,0,0
535,535,Suspect asks minor's name,500s,Sexual MO,Sexual Offense Behavior,Other sexual behavior,Victim,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
536,536,Suspect removes own clothing,500s,Sexual MO,Sexual Offense Behavior,Undressing / exposure,Victim,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
537,537,Suspect removes victim's clothing,500s,Sexual MO,Sexual Offense Behavior,Undressing / exposure,Victim,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
538,538,Suspect fondles self,500s,Sexual MO,Sexual Offense Behavior,Other sexual behavior,Victim,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
539,539,Suspect puts hand in victim's rectum,500s,Sexual MO,Sexual Offense Behavior,Sexual act type,Victim,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
540,540,Suspect puts finger(s) in victim's rectum,500s,Sexual MO,Sexual Offense Behavior,Sexual act type,Victim,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
541,541,Suspect puts object(s) in victim's rectum,500s,Sexual MO,Sexual Offense Behavior,Sexual act type,Victim,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
542,542,Orders victim to undress,500s,Sexual MO,Sexual Offense Behavior,Sexual coercion / compelled act,Victim,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
543,543,Orders victim to fondle suspect,500s,Sexual MO,Sexual Offense Behavior,Sexual coercion / compelled act,Victim,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
544,544,Orders victim to fondle self,500s,Sexual MO,Sexual Offense Behavior,Sexual coercion / compelled act,Victim,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
545,545,Male victim of sexual assault,500s,Sexual MO,Sexual Offense Behavior,Other sexual behavior,Victim,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
546,546,Suspect instructs victim to make certain statements,500s,Sexual MO,Sexual Offense Behavior,Sexual coercion / compelled act,Victim,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
547,547,Suspect forces victim to bathe / clean / wipe,500s,Sexual MO,Sexual Offense Behavior,Other sexual behavior,Victim,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
548,548,Suspect gives victim douche / enema,500s,Sexual MO,Sexual Offense Behavior,Other sexual behavior,Victim,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
549,549,Suspect ejaculates in victim's mouth,500s,Sexual MO,Sexual Offense Behavior,Sexual act type,Victim,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
550,550,Suspect licks victim,500s,Sexual MO,Sexual Offense Behavior,Other sexual behavior,Victim,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
551,551,Suspect touches victim genitalia/genitals over clothing,500s,Sexual MO,Sexual Offense Behavior,Sexual act type,Victim,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
552,552,Suspect is victim's father,500s,Sexual MO,Sexual Offense Behavior,Familial relationship in sexual offense,Relationship,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
553,553,Suspect is victim's mother,500s,Sexual MO,Sexual Offense Behavior,Familial relationship in sexual offense,Relationship,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
554,554,Suspect is victim's brother,500s,Sexual MO,Sexual Offense Behavior,Familial relationship in sexual offense,Relationship,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
555,555,Suspect is victim's sister,500s,Sexual MO,Sexual Offense Behavior,Familial relationship in sexual offense,Relationship,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
556,556,Suspect is victim's step-father,500s,Sexual MO,Sexual Offense Behavior,Familial relationship in sexual offense,Relationship,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
557,557,Suspect is victim's step-mother,500s,Sexual MO,Sexual Offense Behavior,Familial relationship in sexual offense,Relationship,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
558,558,Suspect is victim's uncle,500s,Sexual MO,Sexual Offense Behavior,Familial relationship in sexual offense,Relationship,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
559,559,Suspect is victim's aunt,500s,Sexual MO,Sexual Offense Behavior,Familial relationship in sexual offense,Relationship,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
560,560,Suspect is victim's guardian,500s,Sexual MO,Sexual Offense Behavior,Familial relationship in sexual offense,Relationship,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
561,561,Suspect is victim's son,500s,Sexual MO,Sexual Offense Behavior,Familial relationship in sexual offense,Relationship,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
562,562,Suspect is victim's daughter,500s,Sexual MO,Sexual Offense Behavior,Familial relationship in sexual offense,Relationship,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
563,563,"Fetish, other",500s,Sexual MO,Sexual Offense Behavior,Paraphilia / fetish,Victim,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
601,601,Business,600s,Incident Context,Incident Context,Business context,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,1,0,0,0,0,0
602,602,Family,600s,Incident Context,Incident Context,Domestic / family context,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
603,603,Landlord / Tenant / Neighbor,600s,Incident Context,Incident Context,General contextual tag,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
604,604,Reproductive health services / facilities,600s,Incident Context,Incident Context,General contextual tag,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
605,605,Traffic accident / traffic-related incident,600s,Incident Context,Incident Context,Traffic / roadway incident context,Event,Traffic supporting context,4,4 - High supporting,Yes,Supporting filter / feature,"Keep as a secondary filter or engineered feature for risk, road-user, or transport context.",0,1,0,0,0,0,0
701,701,Theft: Trick or device,700s,Fraud Scheme,Fraud / Deception,Fraud scheme,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
800,800,Bunco,800s,Fraud Scheme,Fraud / Deception,Fraud scheme,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
901,901,Organized crime,900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Group affiliation / criminal milieu,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
902,902,Political activity,900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Group affiliation / criminal milieu,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
903,903,Hatred / prejudice,900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Bias / hate context,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
904,904,Strike / labor troubles,900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Special circumstance,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
905,905,Terrorist group,900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Group affiliation / criminal milieu,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
906,906,Gangs,900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Group affiliation / criminal milieu,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
907,907,Narcotics (buy / sell / rip),900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Group affiliation / criminal milieu,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
908,908,Prostitution,900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Group affiliation / criminal milieu,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
909,909,Ritual / occult,900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Group affiliation / criminal milieu,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
910,910,"Public transit (rail stations, subways, tracks, tunnels, adjacent parking, etc.)",900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Transport / road-related context,Event,Traffic supporting context,2,2 - Limited,Optional,Niche analysis only,"Keep for special studies, QA checks, or case-specific review rather than the main dashboard.",0,0,0,0,0,0,0
911,911,Revenge,900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Special circumstance,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
912,912,Insurance,900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Fraud / identity / document crime,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
913,913,Victim knew suspect,900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Special circumstance,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
914,914,Other felony,900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Special circumstance,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
915,915,Parolee,900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Special circumstance,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
916,916,Forced theft of vehicle (car-jacking),900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Special circumstance,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,1,0,0,0,0,0
917,917,Victim's employment,900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Special circumstance,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
918,918,Career criminal,900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Special circumstance,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
919,919,Road rage,900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Transport / road-related context,Event,Behavioral risk context,3,3 - Useful enrichment,Optional,Context enrichment feature,"Use only when present to enrich narrative, edge-case, or segmented analysis.",0,0,0,0,0,0,0
920,920,Homeland security,900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Special circumstance,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
921,921,Hate incident,900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Bias / hate context,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
922,922,ATM theft with PIN number,900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Special circumstance,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
923,923,Stolen / forged checks (personal checks),900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Fraud / identity / document crime,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
924,924,Stolen / forged checks (business checks),900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Fraud / identity / document crime,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,1,0,0,0,0,0
925,925,Stolen / forged checks (cashier’s checks),900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Fraud / identity / document crime,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
926,926,Forged or telephonic prescription,900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Fraud / identity / document crime,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
927,927,Fraudulent or forged school loan,900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Fraud / identity / document crime,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
928,928,Forged or fraudulent credit applications,900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Fraud / identity / document crime,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
929,929,Unauthorized use of victim's bank account information,900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Fraud / identity / document crime,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
930,930,Unauthorized use of victim's credit / debit card or number,900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Fraud / identity / document crime,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
931,931,Counterfeit or forged real estate documents,900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Fraud / identity / document crime,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
932,932,Suspect uses victim's identity in reporting a traffic collision,900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Fraud / identity / document crime,Event,Traffic admin / fraud context,2,2 - Limited,Optional,Niche analysis only,"Keep for special studies, QA checks, or case-specific review rather than the main dashboard.",0,1,0,0,0,0,1
933,933,Suspect uses victim's identity when arrested,900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Fraud / identity / document crime,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
934,934,Suspect uses victim's identity when receiving a citation,900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Fraud / identity / document crime,Event,Traffic admin / fraud context,2,2 - Limited,Optional,Niche analysis only,"Keep for special studies, QA checks, or case-specific review rather than the main dashboard.",0,0,0,0,0,0,1
935,935,Misc. stolen / forged documents,900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Fraud / identity / document crime,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
936,936,Dog fighting,900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Animal-related crime,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
937,937,Cock fighting,900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Animal-related crime,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
938,938,Animal neglect,900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Animal-related crime,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
939,939,Animal hoarding,900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Animal-related crime,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
940,940,Met online / chat room / party line,900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Special circumstance,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
941,941,Non-revocable parole (NRP),900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Special circumstance,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
942,942,Party / flier party / rave party,900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Special circumstance,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
943,943,Human trafficking,900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Special circumstance,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,1,0,0,0,0,0
944,944,Bait operation,900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Special circumstance,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
945,945,Estes robbery,900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Special circumstance,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
946,946,Gang feud,900s,Motive / Affiliation / Special Circumstance,Motive / Affiliation,Group affiliation / criminal milieu,Event,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
1000,1000,Suspect offers / solicits,1000s,Lure / Solicitation,Lure / Offer,General solicitation lure,Suspect,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,1,0,0
1001,1001,Aid for vehicle,1000s,Lure / Solicitation,Lure / Offer,Mobility / transport lure,Suspect,Traffic supporting context,3,3 - Useful enrichment,Optional,Context enrichment feature,"Use only when present to enrich narrative, edge-case, or segmented analysis.",0,1,0,0,1,0,0
1002,1002,Amusement,1000s,Lure / Solicitation,Lure / Offer,General solicitation lure,Suspect,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,1,0,0
1003,1003,Appraise,1000s,Lure / Solicitation,Lure / Offer,Money / value lure,Suspect,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,1,0,0
